consensus,mec_count,consumer_id,run_id,file,service_id,has_success,c_bid_collection_ms,c_winner_selection_ms,c_provider_deploy_ms,c_vxlan_setup_ms,c_postcheck_ms,c_total_ms
clique,20,8,15,clique/20-mecs/consumer_8_run_15.csv,service1757757357143,1,9327,356,14255,308,1102,25349
clique,20,8,16,clique/20-mecs/consumer_8_run_16.csv,service1757757490345,1,6028,372,19418,362,1074,27254
clique,20,8,17,clique/20-mecs/consumer_8_run_17.csv,service1757757615495,1,10811,452,24070,373,1080,36787
clique,20,8,18,clique/20-mecs/consumer_8_run_18.csv,service1757757747961,1,8994,319,19381,286,1071,30052
clique,20,8,19,clique/20-mecs/consumer_8_run_19.csv,service1757757878468,1,7920,354,19208,342,1134,28958
clique,20,8,2,clique/20-mecs/consumer_8_run_2.csv,service1757755725581,1,6277,460,24148,317,1088,32291
clique,20,8,20,clique/20-mecs/consumer_8_run_20.csv,service1757758007519,1,8543,342,14313,343,1084,24625
clique,20,8,3,clique/20-mecs/consumer_8_run_3.csv,service1757755853937,1,8373,492,18948,298,1071,29182
clique,20,8,4,clique/20-mecs/consumer_8_run_4.csv,service1757755980453,1,10499,399,34251,341,1085,46575
clique,20,8,5,clique/20-mecs/consumer_8_run_5.csv,service1757756112733,1,8602,422,19070,354,1077,29526
clique,20,8,6,clique/20-mecs/consumer_8_run_6.csv,service1757755853937,1,8373,492,18948,298,1071,29182
clique,20,8,7,clique/20-mecs/consumer_8_run_7.csv,service1757755853937,1,8373,492,18948,298,1071,29182
clique,20,8,8,clique/20-mecs/consumer_8_run_8.csv,service1757755853937,1,8373,492,18948,298,1071,29182
clique,20,8,9,clique/20-mecs/consumer_8_run_9.csv,service1757756578376,1,8155,471,24155,298,1098,34178
clique,20,9,1,clique/20-mecs/consumer_9_run_1.csv,service1757755598574,1,7943,411,23854,336,1082,33626
clique,20,9,10,clique/20-mecs/consumer_9_run_10.csv,service1757756708137,1,8127,340,29274,322,1068,39131
clique,20,9,11,clique/20-mecs/consumer_9_run_11.csv,service1757756837953,1,9341,363,24130,302,1070,35207
clique,20,9,12,clique/20-mecs/consumer_9_run_12.csv,service1757756967437,1,8514,321,9334,302,1079,19550
clique,20,9,13,clique/20-mecs/consumer_9_run_13.csv,service1757757096115,1,9928,349,29237,277,1072,40863
clique,20,9,14,clique/20-mecs/consumer_9_run_14.csv,service1757757225820,1,10412,302,34306,329,1084,46433
clique,20,9,15,clique/20-mecs/consumer_9_run_15.csv,service1757757357680,1,9347,352,29188,304,1072,40263
clique,20,9,16,clique/20-mecs/consumer_9_run_16.csv,service1757757490858,1,6090,316,34518,334,1075,42333
clique,20,9,17,clique/20-mecs/consumer_9_run_17.csv,service1757757615991,1,10617,292,34482,297,1068,46757
clique,20,9,18,clique/20-mecs/consumer_9_run_18.csv,service1757757747305,1,9127,345,29272,340,1068,40153
clique,20,9,19,clique/20-mecs/consumer_9_run_19.csv,service1757757878319,1,7892,308,34489,290,1064,44043
clique,20,9,2,clique/20-mecs/consumer_9_run_2.csv,service1757755725543,1,6355,375,9246,303,1072,17351
clique,20,9,20,clique/20-mecs/consumer_9_run_20.csv,service1757758007800,1,8492,321,19444,337,1068,29663
clique,20,9,3,clique/20-mecs/consumer_9_run_3.csv,service1757755853810,1,8220,423,24220,329,1069,34261
clique,20,9,4,clique/20-mecs/consumer_9_run_4.csv,service1757755980883,1,10472,361,39254,336,1071,51494
clique,20,9,5,clique/20-mecs/consumer_9_run_5.csv,service1757756112306,1,8560,327,29387,352,1065,39692
clique,20,9,6,clique/20-mecs/consumer_9_run_6.csv,service1757755853810,1,8220,423,24220,329,1069,34261
clique,20,9,7,clique/20-mecs/consumer_9_run_7.csv,service1757755853810,1,8220,423,24220,329,1069,34261
clique,20,9,8,clique/20-mecs/consumer_9_run_8.csv,service1757755853810,1,8220,423,24220,329,1069,34261
clique,20,9,9,clique/20-mecs/consumer_9_run_9.csv,service1757756578842,1,8150,348,29349,313,1067,39228
clique,30,10,1,clique/30-mecs/consumer_10_run_1.csv,service9a0307c4,1,9843,352,19035,344,1077,30652
clique,30,10,10,clique/30-mecs/consumer_10_run_10.csv,service1a7a4490,1,8224,311,24464,306,1076,34382
clique,30,10,11,clique/30-mecs/consumer_10_run_11.csv,service631ae981,1,9387,373,19313,332,1068,30474
clique,30,10,12,clique/30-mecs/consumer_10_run_12.csv,service66378122,1,8165,291,24416,333,1077,34282
clique,30,10,13,clique/30-mecs/consumer_10_run_13.csv,service3a83316c,1,9008,377,18320,325,1070,29100
clique,30,10,14,clique/30-mecs/consumer_10_run_14.csv,serviceb206406d,1,9149,392,19095,406,1079,30121
clique,30,10,15,clique/30-mecs/consumer_10_run_15.csv,servicefd0d292f,1,7341,319,15266,361,1113,24400
clique,30,10,16,clique/30-mecs/consumer_10_run_16.csv,service5b6d9e49,1,5893,348,19306,362,1088,26997
clique,30,10,17,clique/30-mecs/consumer_10_run_17.csv,service7551002a,1,9383,379,20576,332,1073,31743
clique,30,10,18,clique/30-mecs/consumer_10_run_18.csv,servicef19cabd5,1,6327,321,19111,347,1083,27190
clique,30,10,19,clique/30-mecs/consumer_10_run_19.csv,service048f9c51,1,6333,316,19506,411,1068,27635
clique,30,10,2,clique/30-mecs/consumer_10_run_2.csv,service172654d2,1,8958,344,18513,425,1098,29339
clique,30,10,20,clique/30-mecs/consumer_10_run_20.csv,servicea19876c9,1,8767,356,19307,373,1089,29892
clique,30,10,3,clique/30-mecs/consumer_10_run_3.csv,servicebb80066f,1,9450,392,24039,312,1056,35250
clique,30,10,4,clique/30-mecs/consumer_10_run_4.csv,service86e8e503,1,8819,375,19122,367,1073,29756
clique,30,10,5,clique/30-mecs/consumer_10_run_5.csv,service172654d2,1,8958,344,18513,425,1098,29339
clique,30,10,6,clique/30-mecs/consumer_10_run_6.csv,service6831acad,1,6551,298,19865,378,1078,28170
clique,30,10,7,clique/30-mecs/consumer_10_run_7.csv,service982e3a9c,1,6329,397,14078,326,1068,22199
clique,30,10,8,clique/30-mecs/consumer_10_run_8.csv,service8f2744d3,1,5999,368,24246,294,1069,31977
clique,30,10,9,clique/30-mecs/consumer_10_run_9.csv,service146b1a2c,1,6937,353,24246,348,1071,32955
clique,30,11,1,clique/30-mecs/consumer_11_run_1.csv,service02f84335,1,9970,322,24047,234,1126,35699
clique,30,11,10,clique/30-mecs/consumer_11_run_10.csv,servicec3371977,1,8203,330,24372,242,1120,34267
clique,30,11,11,clique/30-mecs/consumer_11_run_11.csv,service51624191,1,9457,340,29203,268,1113,40381
clique,30,11,12,clique/30-mecs/consumer_11_run_12.csv,service59515f7d,1,8208,330,24392,241,1101,34272
clique,30,11,13,clique/30-mecs/consumer_11_run_13.csv,servicee4050478,1,9030,297,23254,235,1104,33920
clique,30,11,14,clique/30-mecs/consumer_11_run_14.csv,service98e70e93,1,9048,316,19342,252,1109,30067
clique,30,11,15,clique/30-mecs/consumer_11_run_15.csv,servicee56dd859,1,7392,333,24368,249,1131,33473
clique,30,11,16,clique/30-mecs/consumer_11_run_16.csv,service6d07a1c4,1,5926,330,29389,251,1120,37016
clique,30,11,17,clique/30-mecs/consumer_11_run_17.csv,service3dc76a9c,1,9458,333,24136,258,1128,35313
clique,30,11,18,clique/30-mecs/consumer_11_run_18.csv,servicea2c54901,1,6335,323,24125,243,1121,32147
clique,30,11,19,clique/30-mecs/consumer_11_run_19.csv,service3a6bf052,1,6537,334,25259,251,1119,33500
clique,30,11,2,clique/30-mecs/consumer_11_run_2.csv,service6e16823a,1,8863,346,28613,250,1122,39194
clique,30,11,20,clique/30-mecs/consumer_11_run_20.csv,service599fe278,1,8819,325,28952,249,1121,39467
clique,30,11,3,clique/30-mecs/consumer_11_run_3.csv,serviceba7e8b6c,1,9486,301,24216,257,1100,35360
clique,30,11,4,clique/30-mecs/consumer_11_run_4.csv,service61ea3546,1,8835,337,24168,276,1130,34746
clique,30,11,5,clique/30-mecs/consumer_11_run_5.csv,service6e16823a,1,8863,346,28613,250,1122,39194
clique,30,11,6,clique/30-mecs/consumer_11_run_6.csv,servicea90c3068,1,6555,335,29274,223,1097,37485
clique,30,11,7,clique/30-mecs/consumer_11_run_7.csv,servicea0bb9ca1,1,6348,339,29051,262,1108,37108
clique,30,11,8,clique/30-mecs/consumer_11_run_8.csv,service495a382d,1,5924,328,24426,240,1114,32032
clique,30,11,9,clique/30-mecs/consumer_11_run_9.csv,service77218857,1,6962,344,29279,243,1112,37941
clique,30,12,1,clique/30-mecs/consumer_12_run_1.csv,serviceeaf1690f,1,9824,320,24164,1072,1055,36435
clique,30,12,10,clique/30-mecs/consumer_12_run_10.csv,service9a419464,1,8197,337,24519,1137,1056,35247
clique,30,12,11,clique/30-mecs/consumer_12_run_11.csv,servicead1d362c,1,9384,346,24308,735,1052,35825
clique,30,12,12,clique/30-mecs/consumer_12_run_12.csv,service47f4c2b6,1,8180,318,24343,1682,1047,35570
clique,30,12,13,clique/30-mecs/consumer_12_run_13.csv,servicefb5b3c30,1,8976,378,23439,1344,1055,35192
clique,30,12,14,clique/30-mecs/consumer_12_run_14.csv,serviceaf7c97a9,1,8980,302,29433,892,1058,40665
clique,30,12,15,clique/30-mecs/consumer_12_run_15.csv,service568c8e4f,1,7388,318,24329,1045,1054,34134
clique,30,12,16,clique/30-mecs/consumer_12_run_16.csv,service3c1d9810,1,5895,304,25076,1973,1054,34303
clique,30,12,17,clique/30-mecs/consumer_12_run_17.csv,service8c63a616,1,9427,341,29152,1515,1058,41493
clique,30,12,18,clique/30-mecs/consumer_12_run_18.csv,service73d0db21,1,6315,312,24166,1434,1076,33303
clique,30,12,19,clique/30-mecs/consumer_12_run_19.csv,service533688be,1,6518,361,25075,1702,1053,34709
clique,30,12,2,clique/30-mecs/consumer_12_run_2.csv,servicee1837c0d,1,8977,307,28532,1143,1050,40009
clique,30,12,20,clique/30-mecs/consumer_12_run_20.csv,service87b74531,1,8828,313,29099,600,1066,39906
clique,30,12,3,clique/30-mecs/consumer_12_run_3.csv,service5cb117be,1,9390,326,24351,948,1062,36077
clique,30,12,4,clique/30-mecs/consumer_12_run_4.csv,service79073e4a,1,8800,331,24060,942,1051,35184
clique,30,12,5,clique/30-mecs/consumer_12_run_5.csv,servicee1837c0d,1,8977,307,28532,1143,1050,40009
clique,30,12,6,clique/30-mecs/consumer_12_run_6.csv,servicee01b3e47,1,6550,347,29432,1056,1059,38444
clique,30,12,7,clique/30-mecs/consumer_12_run_7.csv,serviced1eaa6df,1,6296,303,29224,823,1063,37709
clique,30,12,8,clique/30-mecs/consumer_12_run_8.csv,service4ded4271,1,5952,360,29407,1237,1053,38009
clique,30,12,9,clique/30-mecs/consumer_12_run_9.csv,service85c12b08,1,6937,292,34364,665,1053,43311
clique,30,13,1,clique/30-mecs/consumer_13_run_1.csv,service3a23f96c,1,10324,563,8266,437,1175,20765
clique,30,13,10,clique/30-mecs/consumer_13_run_10.csv,serviceb19f8e31,1,8474,377,8949,407,1239,19447
clique,30,13,11,clique/30-mecs/consumer_13_run_11.csv,servicebbe56162,1,10071,593,8386,423,1233,20706
clique,30,13,12,clique/30-mecs/consumer_13_run_12.csv,service8218a2f7,1,8422,467,8823,449,1178,19339
clique,30,13,13,clique/30-mecs/consumer_13_run_13.csv,service43ea6c17,1,9582,562,7416,376,1214,19151
clique,30,13,14,clique/30-mecs/consumer_13_run_14.csv,service2394509e,1,9704,472,8397,403,1196,20173
clique,30,13,15,clique/30-mecs/consumer_13_run_15.csv,service37156dfe,1,7863,419,8398,435,1222,18338
clique,30,13,16,clique/30-mecs/consumer_13_run_16.csv,servicefb19f523,1,6443,626,8312,421,1205,17008
clique,30,13,17,clique/30-mecs/consumer_13_run_17.csv,service91f27950,1,9976,436,8316,430,1233,20398
clique,30,13,18,clique/30-mecs/consumer_13_run_18.csv,service0b38afe6,1,6443,651,8477,383,1210,17164
clique,30,13,19,clique/30-mecs/consumer_13_run_19.csv,service2f24db5d,1,6891,471,8472,420,1330,17585
clique,30,13,2,clique/30-mecs/consumer_13_run_2.csv,service40d571dd,1,9566,460,7669,440,1238,19374
clique,30,13,20,clique/30-mecs/consumer_13_run_20.csv,service3e11a58c,1,9040,538,8460,462,1205,19705
clique,30,13,3,clique/30-mecs/consumer_13_run_3.csv,service2243f0a9,1,10259,622,9522,442,1233,22078
clique,30,13,4,clique/30-mecs/consumer_13_run_4.csv,serviced8fa363b,1,9137,423,8326,403,1207,19500
clique,30,13,5,clique/30-mecs/consumer_13_run_5.csv,service40d571dd,1,9566,460,7669,440,1238,19374
clique,30,13,6,clique/30-mecs/consumer_13_run_6.csv,servicedacffbd5,1,7179,642,8232,410,1284,17747
clique,30,13,7,clique/30-mecs/consumer_13_run_7.csv,service8e938146,1,6706,447,8284,447,1219,17103
clique,30,13,8,clique/30-mecs/consumer_13_run_8.csv,service086921f9,1,6431,512,8333,436,1225,16938
clique,30,13,9,clique/30-mecs/consumer_13_run_9.csv,service97b2697e,1,7407,604,8653,306,1186,18156
clique,30,14,1,clique/30-mecs/consumer_14_run_1.csv,service1d1f48b9,1,10311,441,8252,330,1217,20551
clique,30,14,10,clique/30-mecs/consumer_14_run_10.csv,service1cec9c16,1,8712,450,8695,393,1204,19454
clique,30,14,11,clique/30-mecs/consumer_14_run_11.csv,serviceca14dde8,1,10325,532,8171,422,1239,20690
clique,30,14,12,clique/30-mecs/consumer_14_run_12.csv,servicee6b846fd,1,8436,464,8877,390,1202,19369
clique,30,14,13,clique/30-mecs/consumer_14_run_13.csv,service658ca06d,1,9550,426,7347,344,1206,18874
clique,30,14,14,clique/30-mecs/consumer_14_run_14.csv,servicee7a5f488,1,9861,523,8227,386,1230,20227
clique,30,14,15,clique/30-mecs/consumer_14_run_15.csv,serviceeff3058c,1,7847,383,8543,456,1172,18401
clique,30,14,16,clique/30-mecs/consumer_14_run_16.csv,service69470899,1,6126,527,8756,425,1196,17031
clique,30,14,17,clique/30-mecs/consumer_14_run_17.csv,service0ac225f1,1,9939,421,8366,432,1206,20365
clique,30,14,18,clique/30-mecs/consumer_14_run_18.csv,service4d17780c,1,7215,392,7999,389,1213,17209
clique,30,14,19,clique/30-mecs/consumer_14_run_19.csv,service30f642d7,1,6977,427,8511,422,1344,17682
clique,30,14,2,clique/30-mecs/consumer_14_run_2.csv,servicef612be33,1,9531,594,7618,405,1275,19424
clique,30,14,20,clique/30-mecs/consumer_14_run_20.csv,serviceafe689ec,1,9125,544,8464,446,1199,19778
clique,30,14,3,clique/30-mecs/consumer_14_run_3.csv,service8fa5f411,1,9687,596,10022,407,1252,21964
clique,30,14,4,clique/30-mecs/consumer_14_run_4.csv,service02fd0889,1,9188,562,8326,370,1200,19646
clique,30,14,5,clique/30-mecs/consumer_14_run_5.csv,servicef612be33,1,9531,594,7618,405,1275,19424
clique,30,14,6,clique/30-mecs/consumer_14_run_6.csv,servicee941712b,1,6773,440,8752,537,1164,17666
clique,30,14,7,clique/30-mecs/consumer_14_run_7.csv,service1ec7e6ca,1,6001,687,8789,380,1260,17118
clique,30,14,8,clique/30-mecs/consumer_14_run_8.csv,service58e2fb04,1,6402,490,8461,422,1229,17004
clique,30,14,9,clique/30-mecs/consumer_14_run_9.csv,service01c604b1,1,7406,459,13484,356,1204,22910
clique,30,15,1,clique/30-mecs/consumer_15_run_1.csv,serviceb6da6330,1,10489,451,8287,419,1188,20835
clique,30,15,10,clique/30-mecs/consumer_15_run_10.csv,service674db88e,1,8692,404,8725,404,1224,19450
clique,30,15,11,clique/30-mecs/consumer_15_run_11.csv,service15e1371b,1,10014,588,8427,416,1253,20698
clique,30,15,12,clique/30-mecs/consumer_15_run_12.csv,service4424f44b,1,8481,506,8598,323,1238,19147
clique,30,15,13,clique/30-mecs/consumer_15_run_13.csv,service3d224193,1,9729,605,7282,394,1215,19225
clique,30,15,14,clique/30-mecs/consumer_15_run_14.csv,service16863a3f,1,9800,527,8259,407,1214,20207
clique,30,15,15,clique/30-mecs/consumer_15_run_15.csv,service7fa7e902,1,8183,373,8190,412,1222,18380
clique,30,15,16,clique/30-mecs/consumer_15_run_16.csv,service19f4bcd5,1,6580,591,8235,387,1243,17036
clique,30,15,17,clique/30-mecs/consumer_15_run_17.csv,service08ab11df,1,9945,453,8334,426,1222,20380
clique,30,15,18,clique/30-mecs/consumer_15_run_18.csv,service1b0a89fa,1,6342,771,8505,391,1225,17234
clique,30,15,19,clique/30-mecs/consumer_15_run_19.csv,service46e50bf6,1,6914,459,8542,384,1298,17598
clique,30,15,2,clique/30-mecs/consumer_15_run_2.csv,service4c173966,1,9533,458,7736,435,1235,19398
clique,30,15,20,clique/30-mecs/consumer_15_run_20.csv,service05e399b4,1,9325,587,8213,599,1238,19962
clique,30,15,3,clique/30-mecs/consumer_15_run_3.csv,service1f3494ea,1,9781,595,9987,401,1296,22061
clique,30,15,4,clique/30-mecs/consumer_15_run_4.csv,service9fae51ce,1,9760,474,7797,385,1272,19689
clique,30,15,5,clique/30-mecs/consumer_15_run_5.csv,service4c173966,1,9533,458,7736,435,1235,19398
clique,30,15,6,clique/30-mecs/consumer_15_run_6.csv,service9ce01b74,1,7085,552,8231,517,1203,17591
clique,30,15,7,clique/30-mecs/consumer_15_run_7.csv,servicecd03a6d3,1,6392,536,8572,410,1268,17178
clique,30,15,8,clique/30-mecs/consumer_15_run_8.csv,servicecffbd839,1,6414,433,8499,442,1205,16994
clique,30,15,9,clique/30-mecs/consumer_15_run_9.csv,service9b64e841,1,7460,481,13362,374,1209,22887
clique,30,16,1,clique/30-mecs/consumer_16_run_1.csv,service5525d232,1,9829,351,24193,999,1051,36423
clique,30,16,10,clique/30-mecs/consumer_16_run_10.csv,servicedec4daa4,1,8152,349,19406,1276,1051,30234
clique,30,16,11,clique/30-mecs/consumer_16_run_11.csv,service1df07e54,1,9418,364,19357,989,1056,31185
clique,30,16,12,clique/30-mecs/consumer_16_run_12.csv,servicedaa0ea91,1,8206,376,24260,1757,1062,35661
clique,30,16,13,clique/30-mecs/consumer_16_run_13.csv,service4ab510aa,1,9010,326,18278,527,1070,29211
clique,30,16,14,clique/30-mecs/consumer_16_run_14.csv,service16d94f06,1,9009,329,24531,1195,1059,36123
clique,30,16,15,clique/30-mecs/consumer_16_run_15.csv,serviceaebbc2a2,1,7355,317,9267,822,1067,18829
clique,30,16,16,clique/30-mecs/consumer_16_run_16.csv,servicef7649ff2,1,5914,308,24981,1626,1060,33889
clique,30,16,17,clique/30-mecs/consumer_16_run_17.csv,service8fd7e76e,1,9373,321,29189,1289,1054,41226
clique,30,16,18,clique/30-mecs/consumer_16_run_18.csv,service13bec792,1,6344,315,29145,541,1069,37414
clique,30,16,19,clique/30-mecs/consumer_16_run_19.csv,service14805fb2,1,6521,339,29187,544,1054,37645
clique,30,16,2,clique/30-mecs/consumer_16_run_2.csv,servicee74746a5,1,8999,343,28633,957,1049,39981
clique,30,16,20,clique/30-mecs/consumer_16_run_20.csv,service36aeb201,1,8620,322,24282,735,1057,35016
clique,30,16,3,clique/30-mecs/consumer_16_run_3.csv,service4b22f86a,1,9459,305,24131,889,1073,35857
clique,30,16,4,clique/30-mecs/consumer_16_run_4.csv,servicea48a326b,1,8840,431,29090,1364,1060,40785
clique,30,16,5,clique/30-mecs/consumer_16_run_5.csv,servicee74746a5,1,8999,343,28633,957,1049,39981
clique,30,16,6,clique/30-mecs/consumer_16_run_6.csv,serviceb0678e6e,1,6524,313,24524,725,1059,33145
clique,30,16,7,clique/30-mecs/consumer_16_run_7.csv,serviceaea413d8,1,6313,357,24341,1183,1059,33253
clique,30,16,8,clique/30-mecs/consumer_16_run_8.csv,service5c01fdd4,1,5911,301,29425,780,1054,37472
clique,30,16,9,clique/30-mecs/consumer_16_run_9.csv,service42c471a2,1,6960,340,24120,524,1058,33002
clique,30,17,1,clique/30-mecs/consumer_17_run_1.csv,service28fa169a,1,9663,302,14282,569,1057,25873
clique,30,17,10,clique/30-mecs/consumer_17_run_10.csv,service98fb4f81,1,8361,360,29252,522,1057,39552
clique,30,17,11,clique/30-mecs/consumer_17_run_11.csv,serviceb9fd0632,1,9441,371,19211,1082,1057,31162
clique,30,17,12,clique/30-mecs/consumer_17_run_12.csv,serviceeb4f7550,1,8176,333,24328,1559,1060,35456
clique,30,17,13,clique/30-mecs/consumer_17_run_13.csv,service09195911,1,8982,387,23232,1318,1062,34982
clique,30,17,14,clique/30-mecs/consumer_17_run_14.csv,service85ce3b22,1,8997,346,24481,1230,1067,36121
clique,30,17,15,clique/30-mecs/consumer_17_run_15.csv,serviced60362ca,1,7388,360,19158,527,1090,28523
clique,30,17,16,clique/30-mecs/consumer_17_run_16.csv,service9ed15a9e,1,5974,357,24952,1701,1087,34071
clique,30,17,17,clique/30-mecs/consumer_17_run_17.csv,service6bcc22dd,1,9406,353,20623,827,1060,32270
clique,30,17,18,clique/30-mecs/consumer_17_run_18.csv,serviceefcd3481,1,6357,309,19126,557,1106,27456
clique,30,17,19,clique/30-mecs/consumer_17_run_19.csv,service3ff60f37,1,6510,346,25196,1587,1057,34696
clique,30,17,2,clique/30-mecs/consumer_17_run_2.csv,service94d8dd79,1,8820,312,23746,1275,1063,35216
clique,30,17,20,clique/30-mecs/consumer_17_run_20.csv,serviceaa6af142,1,8613,343,24325,954,1060,35295
clique,30,17,3,clique/30-mecs/consumer_17_run_3.csv,service18b297bd,1,9432,313,19201,622,1054,30622
clique,30,17,4,clique/30-mecs/consumer_17_run_4.csv,servicedc1ecae7,1,8823,401,24000,866,1086,35176
clique,30,17,5,clique/30-mecs/consumer_17_run_5.csv,service94d8dd79,1,8820,312,23746,1275,1063,35216
clique,30,17,6,clique/30-mecs/consumer_17_run_6.csv,service428122e2,1,6534,399,9236,501,1056,17726
clique,30,17,7,clique/30-mecs/consumer_17_run_7.csv,service6af162b1,1,6333,318,24344,1262,1057,33315
clique,30,17,8,clique/30-mecs/consumer_17_run_8.csv,service2c033859,1,5915,306,24394,921,1052,32588
clique,30,17,9,clique/30-mecs/consumer_17_run_9.csv,service96c43774,1,6917,333,29213,1088,1071,38622
clique,30,18,1,clique/30-mecs/consumer_18_run_1.csv,service08cb7494,1,9854,368,24028,911,1070,36231
clique,30,18,10,clique/30-mecs/consumer_18_run_10.csv,servicefd9c03dd,1,8184,306,24574,1293,1052,35409
clique,30,18,11,clique/30-mecs/consumer_18_run_11.csv,service24e792b5,1,9427,350,19209,1124,1051,31161
clique,30,18,12,clique/30-mecs/consumer_18_run_12.csv,service6a291c39,1,8204,360,24338,1694,1069,35665
clique,30,18,13,clique/30-mecs/consumer_18_run_13.csv,service08f158d3,1,8979,352,8378,868,1046,19623
clique,30,18,14,clique/30-mecs/consumer_18_run_14.csv,servicea8d395c4,1,8997,330,29478,829,1058,40693
clique,30,18,15,clique/30-mecs/consumer_18_run_15.csv,service8533f45a,1,7379,354,29236,588,1069,38626
clique,30,18,16,clique/30-mecs/consumer_18_run_16.csv,service627ade24,1,5934,334,19360,683,1064,27375
clique,30,18,17,clique/30-mecs/consumer_18_run_17.csv,servicee14b7900,1,9409,308,24297,592,1065,35671
clique,30,18,18,clique/30-mecs/consumer_18_run_18.csv,service6fdc6869,1,6300,287,24271,1329,1050,33237
clique,30,18,19,clique/30-mecs/consumer_18_run_19.csv,service50584059,1,6510,391,25083,1694,1044,34722
clique,30,18,2,clique/30-mecs/consumer_18_run_2.csv,service54510fa5,1,9000,331,23443,1223,1055,35052
clique,30,18,20,clique/30-mecs/consumer_18_run_20.csv,service5497d2b8,1,8649,351,24292,943,1052,35287
clique,30,18,3,clique/30-mecs/consumer_18_run_3.csv,service7e59d85e,1,9481,341,19225,726,1061,30834
clique,30,18,4,clique/30-mecs/consumer_18_run_4.csv,service44922a95,1,8825,350,29121,817,1068,40182
clique,30,18,5,clique/30-mecs/consumer_18_run_5.csv,service54510fa5,1,9000,331,23443,1223,1055,35052
clique,30,18,6,clique/30-mecs/consumer_18_run_6.csv,serviced2eea726,1,6546,379,19805,564,1050,28345
clique,30,18,7,clique/30-mecs/consumer_18_run_7.csv,service55f8f173,1,6128,299,19398,843,1053,27721
clique,30,18,8,clique/30-mecs/consumer_18_run_8.csv,service6559eb86,1,5958,341,24378,882,1054,32613
clique,30,18,9,clique/30-mecs/consumer_18_run_9.csv,serviced9771921,1,6969,341,29225,1014,1064,38613
clique,30,19,1,clique/30-mecs/consumer_19_run_1.csv,service2807cbe9,1,9817,337,29164,1315,1058,41691
clique,30,19,10,clique/30-mecs/consumer_19_run_10.csv,service2667ee4a,1,8202,351,24535,1242,1063,35393
clique,30,19,11,clique/30-mecs/consumer_19_run_11.csv,service607e56db,1,9210,306,14470,571,1047,25604
clique,30,19,12,clique/30-mecs/consumer_19_run_12.csv,service77f59fd3,1,8170,352,24299,1772,1056,35649
clique,30,19,13,clique/30-mecs/consumer_19_run_13.csv,service1c1a25f7,1,9000,300,23339,1407,1059,35105
clique,30,19,14,clique/30-mecs/consumer_19_run_14.csv,service4d2b1e7a,1,8995,313,24467,1194,1061,36031
clique,30,19,15,clique/30-mecs/consumer_19_run_15.csv,serviceae25ce95,1,7363,337,24211,1009,1054,33974
clique,30,19,16,clique/30-mecs/consumer_19_run_16.csv,servicef4fbc387,1,5987,357,24909,1580,1062,33895
clique,30,19,17,clique/30-mecs/consumer_19_run_17.csv,service15754345,1,9380,328,20618,792,1055,32173
clique,30,19,18,clique/30-mecs/consumer_19_run_18.csv,servicea0db9691,1,6300,330,24086,1201,1059,32976
clique,30,19,19,clique/30-mecs/consumer_19_run_19.csv,servicea79ea649,1,6517,339,25097,1658,1047,34658
clique,30,19,2,clique/30-mecs/consumer_19_run_2.csv,servicebf7bf978,1,8994,335,23497,1297,1056,35179
clique,30,19,20,clique/30-mecs/consumer_19_run_20.csv,service0f0c4a72,1,8566,346,19555,801,1063,30331
clique,30,19,3,clique/30-mecs/consumer_19_run_3.csv,service5e8eefeb,1,9495,390,29105,616,1059,40666
clique,30,19,4,clique/30-mecs/consumer_19_run_4.csv,service8eec5715,1,8795,387,24082,971,1065,35300
clique,30,19,5,clique/30-mecs/consumer_19_run_5.csv,servicebf7bf978,1,8994,335,23497,1297,1056,35179
clique,30,19,6,clique/30-mecs/consumer_19_run_6.csv,servicec9702f0a,1,6554,359,29287,1024,1061,38285
clique,30,19,7,clique/30-mecs/consumer_19_run_7.csv,servicec0dd6a53,1,6311,346,19151,949,1068,27826
clique,30,19,8,clique/30-mecs/consumer_19_run_8.csv,servicedc4d764b,1,5965,370,9285,548,1068,17237
clique,30,19,9,clique/30-mecs/consumer_19_run_9.csv,serviced5c97233,1,6952,323,29173,1114,1062,38624
clique,30,1,1,clique/30-mecs/consumer_1_run_1.csv,serviceb2fdd8f0,1,9868,338,14072,344,1072,25694
clique,30,1,10,clique/30-mecs/consumer_1_run_10.csv,service91b673b8,1,8391,316,29207,342,1063,39319
clique,30,1,11,clique/30-mecs/consumer_1_run_11.csv,service974d9bfd,1,9369,383,9361,296,1067,20476
clique,30,1,12,clique/30-mecs/consumer_1_run_12.csv,service0a49e8cf,1,8163,281,29451,336,1072,39303
clique,30,1,13,clique/30-mecs/consumer_1_run_13.csv,service59ce0ac8,1,9170,345,28146,297,1065,39023
clique,30,1,14,clique/30-mecs/consumer_1_run_14.csv,servicee0c93170,1,9183,343,24338,376,1073,35313
clique,30,1,15,clique/30-mecs/consumer_1_run_15.csv,service4596689b,1,7345,277,24348,362,1085,33417
clique,30,1,16,clique/30-mecs/consumer_1_run_16.csv,service9880f973,1,5899,286,29407,337,1059,36989
clique,30,1,17,clique/30-mecs/consumer_1_run_17.csv,service4cb2310a,1,9351,277,24330,343,1079,35381
clique,30,1,18,clique/30-mecs/consumer_1_run_18.csv,service964cf28f,1,6354,319,24105,361,1076,32215
